order_id,invoice_no,gross_amount,tds_section_legacy,tds_code_new,tds_amount,gst_rate,vendor_pan_masked,posted_at
ord_00237,INV-10283,29353.46,,,0,18.00,ABCP1283Z,2026-03-25T00:00:00
ord_00314,INV-10284,5232.60,,,0,18.00,ABCP1284Z,2026-03-25T00:00:00
ord_00317,INV-10285,4848.69,194I,,969.74,18.00,PANNOTAVAIL,2026-03-25T00:00:00
ord_00395,INV-10286,35433.97,,,0,18.00,ABCP1286Z,2026-03-25T00:00:00
ord_00152,INV-10287,6574.53,,,0,18.00,ABCP1287Z,2026-03-26T00:00:00
ord_00266,INV-10288,12210.16,,,0,18.00,PANNOTAVAIL,2026-03-26T00:00:00
ord_00552,INV-10289,46212.62,,,0,18.00,ABCP1289Z,2026-03-26T00:00:00
ord_00279,INV-10290,26673.80,,,0,18.00,ABCP1290Z,2026-03-27T00:00:00
ord_00532,INV-10291,44005.19,194C,,8801.04,18.00,PANNOTAVAIL,2026-03-27T00:00:00
ord_00570,INV-10292,23469.73,,,0,18.00,ABCP1292Z,2026-03-27T00:00:00
ord_00120,INV-10293,27814.45,,,0,18.00,ABCP1293Z,2026-03-28T00:00:00
ord_00127,INV-10294,27006.30,,,0,18.00,PANNOTAVAIL,2026-03-28T00:00:00
ord_00141,INV-10295,2016.82,194C,,20.17,18.00,ABCP1295Z,2026-03-28T00:00:00
ord_00324,INV-10296,14698.63,,,0,18.00,ABCP1296Z,2026-03-28T00:00:00
ord_00458,INV-10297,19797.76,,,0,18.00,PANNOTAVAIL,2026-03-28T00:00:00
ord_00083,INV-10298,29819.83,,,0,18.00,ABCP1298Z,2026-03-29T00:00:00
ord_00164,INV-10299,42450.47,,,0,18.00,ABCP1299Z,2026-03-29T00:00:00
ord_00284,INV-10300,21342.77,,,0,18.00,PANNOTAVAIL,2026-03-29T00:00:00
ord_00475,INV-10301,8536.67,194A,,853.67,18.00,ABCP1301Z,2026-03-29T00:00:00
ord_00053,INV-10302,47415.11,,,0,18.00,ABCP1302Z,2026-03-30T00:00:00
ord_00207,INV-10303,6381.38,,,0,18.00,PANNOTAVAIL,2026-03-30T00:00:00
ord_00360,INV-10304,20207.63,,,0,18.00,ABCP1304Z,2026-03-30T00:00:00
ord_00582,INV-10305,36783.14,194I,,3678.31,18.00,ABCP1305Z,2026-03-30T00:00:00
ord_00586,INV-10306,2148.97,,,0,18.00,PANNOTAVAIL,2026-03-30T00:00:00
ord_00066,INV-10307,40798.46,,,0,18.00,ABCP1307Z,2026-03-31T00:00:00
ord_00222,INV-10308,39582.32,,,0,18.00,ABCP1308Z,2026-03-31T00:00:00
ord_00310,INV-10309,19075.96,,,0,18.00,PANNOTAVAIL,2026-03-31T00:00:00
ord_00428,INV-10310,20234.27,,,0,18.00,ABCP1310Z,2026-03-31T00:00:00
ord_00033,INV-10311,5952.59,,,0,18.00,ABCP1311Z,2026-04-01T00:00:00
ord_00297,INV-10312,44647.37,,1026,8929.47,18.00,PANNOTAVAIL,2026-04-01T00:00:00
ord_00344,INV-10313,39569.43,,,0,18.00,ABCP1313Z,2026-04-01T00:00:00
ord_00371,INV-10314,19887.21,,1023,198.87,18.00,ABCP1314Z,2026-04-01T00:00:00
ord_00506,INV-10315,45011.48,,,0,18.00,PANNOTAVAIL,2026-04-01T00:00:00
ord_00069,INV-10316,14042.45,194J,1023,1404.25,18.00,ABCP1316Z,2026-04-02T00:00:00
ord_00214,INV-10317,24602.07,,1034,2460.21,18.00,ABCP1317Z,2026-04-02T00:00:00
ord_00261,INV-10318,47251.53,,,0,18.00,PANNOTAVAIL,2026-04-02T00:00:00
ord_00354,INV-10319,46854.99,,,0,18.00,ABCP1319Z,2026-04-02T00:00:00
ord_00523,INV-10320,8878.29,,1034,887.83,18.00,ABCP1320Z,2026-04-02T00:00:00
ord_00206,INV-10321,22628.55,,,0,18.00,PANNOTAVAIL,2026-04-03T00:00:00
ord_00219,INV-10322,23046.29,,,0,18.00,ABCP1322Z,2026-04-03T00:00:00
ord_00256,INV-10323,4608.48,,,0,18.00,ABCP1323Z,2026-04-03T00:00:00
ord_00540,INV-10324,15978.59,,1026,3195.72,18.00,PANNOTAVAIL,2026-04-03T00:00:00
ord_00018,INV-10325,45103.92,,,0,18.00,ABCP1325Z,2026-04-04T00:00:00
ord_00304,INV-10326,3360.29,,1026,336.03,18.00,ABCP1326Z,2026-04-04T00:00:00
ord_00358,INV-10327,37993.98,,,0,18.00,PANNOTAVAIL,2026-04-04T00:00:00
ord_00544,INV-10328,14407.55,,1034,1440.76,18.00,ABCP1328Z,2026-04-04T00:00:00
ord_00123,INV-10329,21274.87,,,0,18.00,ABCP1329Z,2026-04-05T00:00:00
ord_00188,INV-10330,17359.42,,,0,18.00,PANNOTAVAIL,2026-04-05T00:00:00
ord_00189,INV-10331,915.28,,,0,18.00,ABCP1331Z,2026-04-05T00:00:00
ord_00426,INV-10332,37271.68,,,0,18.00,ABCP1332Z,2026-04-05T00:00:00
ord_00575,INV-10333,25348.17,,,0,18.00,PANNOTAVAIL,2026-04-05T00:00:00
ord_00026,INV-10334,35574.68,,,0,18.00,ABCP1334Z,2026-04-06T00:00:00
ord_00122,INV-10335,45235.22,,,0,18.00,ABCP1335Z,2026-04-06T00:00:00
ord_00143,INV-10336,5893.10,,,0,18.00,PANNOTAVAIL,2026-04-06T00:00:00
ord_00168,INV-10337,40325.80,,,0,18.00,ABCP1337Z,2026-04-06T00:00:00
ord_00377,INV-10338,15411.50,,,0,18.00,ABCP1338Z,2026-04-06T00:00:00
ord_00465,INV-10339,31042.83,,,0,18.00,PANNOTAVAIL,2026-04-06T00:00:00
ord_00594,INV-10340,1851.10,,,0,18.00,ABCP1340Z,2026-04-06T00:00:00
ord_00598,INV-10341,10767.20,,,0,18.00,ABCP1341Z,2026-04-06T00:00:00
ord_00074,INV-10342,31261.00,,,0,18.00,PANNOTAVAIL,2026-04-07T00:00:00
ord_00079,INV-10343,41837.53,,1026,4183.75,18.00,ABCP1343Z,2026-04-07T00:00:00
ord_00286,INV-10344,9634.38,,1034,963.44,18.00,ABCP1344Z,2026-04-07T00:00:00
ord_00487,INV-10345,43025.89,194H,1028,8605.18,18.00,PANNOTAVAIL,2026-04-07T00:00:00
ord_00556,INV-10346,13529.75,,,0,18.00,ABCP1346Z,2026-04-07T00:00:00
ord_00587,INV-10347,15856.35,,1031,792.82,18.00,ABCP1347Z,2026-04-07T00:00:00
ord_00595,INV-10348,29260.49,,,0,18.00,PANNOTAVAIL,2026-04-07T00:00:00
ord_00100,INV-10349,12181.19,,,0,18.00,ABCP1349Z,2026-04-08T00:00:00
ord_00163,INV-10350,17769.75,,,0,18.00,ABCP1350Z,2026-04-08T00:00:00
ord_00537,INV-10351,17447.93,,1023,3489.59,18.00,PANNOTAVAIL,2026-04-08T00:00:00
ord_00060,INV-10352,9011.44,,,0,18.00,ABCP1352Z,2026-04-09T00:00:00
ord_00110,INV-10353,13236.95,,,0,18.00,ABCP1353Z,2026-04-09T00:00:00
ord_00295,INV-10354,25793.43,,,0,18.00,PANNOTAVAIL,2026-04-09T00:00:00
ord_00470,INV-10355,19312.20,,,0,18.00,ABCP1355Z,2026-04-09T00:00:00
ord_00534,INV-10356,47987.69,,,0,18.00,ABCP1356Z,2026-04-09T00:00:00
ord_00171,INV-10357,33474.44,,1026,6694.89,18.00,PANNOTAVAIL,2026-04-10T00:00:00
ord_00593,INV-10358,17695.12,,,0,18.00,ABCP1358Z,2026-04-10T00:00:00
ord_00042,INV-10359,23806.83,,1031,1190.34,18.00,ABCP1359Z,2026-04-11T00:00:00
ord_00264,INV-10360,18957.05,,,0,18.00,PANNOTAVAIL,2026-04-11T00:00:00
ord_00298,INV-10361,21224.75,,1026,2122.48,18.00,ABCP1361Z,2026-04-11T00:00:00
ord_00387,INV-10362,41059.50,,1031,2052.98,18.00,ABCP1362Z,2026-04-11T00:00:00
ord_00012,INV-10363,11671.51,,1023,2334.30,18.00,PANNOTAVAIL,2026-04-12T00:00:00
ord_00119,INV-10364,2837.54,,1028,283.75,18.00,ABCP1364Z,2026-04-12T00:00:00
ord_00453,INV-10365,44242.60,,,0,18.00,ABCP1365Z,2026-04-12T00:00:00
ord_00017,INV-10366,5499.70,,1031,1099.94,18.00,PANNOTAVAIL,2026-04-13T00:00:00
ord_00289,INV-10367,3653.42,,1031,182.67,18.00,ABCP1367Z,2026-04-13T00:00:00
ord_00416,INV-10368,18798.64,,,0,18.00,ABCP1368Z,2026-04-13T00:00:00
ord_00511,INV-10369,14890.32,,1034,2978.06,18.00,PANNOTAVAIL,2026-04-13T00:00:00
ord_00010,INV-10370,49618.77,,1026,4961.88,18.00,ABCP1370Z,2026-04-14T00:00:00
ord_00014,INV-10371,26377.33,,,0,18.00,ABCP1371Z,2026-04-14T00:00:00
ord_00023,INV-10372,25686.72,,,0,18.00,PANNOTAVAIL,2026-04-14T00:00:00
ord_00401,INV-10373,31095.52,,1026,3109.55,18.00,ABCP1373Z,2026-04-14T00:00:00
ord_00405,INV-10374,31608.61,,,0,18.00,ABCP1374Z,2026-04-14T00:00:00
ord_00542,INV-10375,13829.10,,,0,18.00,PANNOTAVAIL,2026-04-14T00:00:00
ord_00020,INV-10376,38515.86,,1026,3851.59,18.00,ABCP1376Z,2026-04-15T00:00:00
ord_00031,INV-10377,38769.27,,,0,18.00,ABCP1377Z,2026-04-15T00:00:00
ord_00194,INV-10378,44891.63,,1028,8978.33,18.00,PANNOTAVAIL,2026-04-15T00:00:00
ord_00229,INV-10379,8075.17,,,0,18.00,ABCP1379Z,2026-04-15T00:00:00
ord_00424,INV-10380,21409.34,,1028,2140.93,18.00,ABCP1380Z,2026-04-15T00:00:00
ord_00471,INV-10381,25762.71,,1023,5152.54,18.00,PANNOTAVAIL,2026-04-15T00:00:00
ord_00541,INV-10382,29624.04,,,0,18.00,ABCP1382Z,2026-04-16T00:00:00
ord_00179,INV-10383,20818.29,,,0,18.00,ABCP1383Z,2026-04-17T00:00:00
ord_00216,INV-10384,12866.91,,,0,18.00,PANNOTAVAIL,2026-04-17T00:00:00
ord_00375,INV-10385,49421.83,,,0,18.00,ABCP1385Z,2026-04-17T00:00:00
ord_00479,INV-10386,49025.79,,,0,18.00,ABCP1386Z,2026-04-17T00:00:00
ord_00504,INV-10387,20562.84,,,0,18.00,PANNOTAVAIL,2026-04-17T00:00:00
ord_00064,INV-10388,31048.24,,1028,3104.82,18.00,ABCP1388Z,2026-04-18T00:00:00
ord_00112,INV-10389,829.88,,,0,18.00,ABCP1389Z,2026-04-18T00:00:00
ord_00155,INV-10390,19156.93,,,0,18.00,PANNOTAVAIL,2026-04-18T00:00:00
ord_00349,INV-10391,20309.06,,1034,2030.91,18.00,ABCP1391Z,2026-04-18T00:00:00
ord_00378,INV-10392,22306.03,,1026,2230.60,18.00,ABCP1392Z,2026-04-18T00:00:00
ord_00480,INV-10393,43917.96,,,0,18.00,PANNOTAVAIL,2026-04-18T00:00:00
ord_00577,INV-10394,34449.81,,1026,3444.98,18.00,ABCP1394Z,2026-04-18T00:00:00
ord_00051,INV-10395,48008.14,,1023,480.08,18.00,ABCP1395Z,2026-04-19T00:00:00
ord_00061,INV-10396,2639.16,,,0,18.00,PANNOTAVAIL,2026-04-19T00:00:00
ord_00097,INV-10397,40291.94,,,0,18.00,ABCP1397Z,2026-04-19T00:00:00
ord_00215,INV-10398,17133.78,,,0,18.00,ABCP1398Z,2026-04-19T00:00:00
ord_00255,INV-10399,12124.30,,,0,18.00,PANNOTAVAIL,2026-04-19T00:00:00
ord_00340,INV-10400,4156.22,,1026,415.62,18.00,ABCP1400Z,2026-04-19T00:00:00
ord_00459,INV-10401,4550.98,,,0,18.00,ABCP1401Z,2026-04-19T00:00:00
ord_00464,INV-10402,36758.32,,,0,18.00,PANNOTAVAIL,2026-04-19T00:00:00
ord_00467,INV-10403,4323.83,,,0,18.00,ABCP1403Z,2026-04-19T00:00:00
ord_00087,INV-10404,660.08,,,0,18.00,ABCP1404Z,2026-04-20T00:00:00
ord_00114,INV-10405,10594.56,,1023,2118.91,18.00,PANNOTAVAIL,2026-04-20T00:00:00
ord_00312,INV-10406,42087.75,,,0,18.00,ABCP1406Z,2026-04-20T00:00:00
ord_00385,INV-10407,26688.87,,,0,18.00,ABCP1407Z,2026-04-20T00:00:00
ord_00414,INV-10408,34430.62,,,0,18.00,PANNOTAVAIL,2026-04-20T00:00:00
ord_00510,INV-10409,49601.23,,,0,18.00,ABCP1409Z,2026-04-20T00:00:00
ord_00205,INV-10410,2080.47,,,0,18.00,ABCP1410Z,2026-04-21T00:00:00
ord_00334,INV-10411,34960.55,,,0,18.00,PANNOTAVAIL,2026-04-21T00:00:00
ord_00547,INV-10412,27900.90,,1031,1395.05,18.00,ABCP1412Z,2026-04-21T00:00:00
ord_00076,INV-10413,19210.09,,1031,960.50,18.00,ABCP1413Z,2026-04-22T00:00:00
ord_00248,INV-10414,12991.84,,,0,18.00,PANNOTAVAIL,2026-04-22T00:00:00
ord_00390,INV-10415,45294.92,,,0,18.00,ABCP1415Z,2026-04-22T00:00:00
ord_00452,INV-10416,30680.46,,,0,18.00,ABCP1416Z,2026-04-22T00:00:00
ord_00476,INV-10417,12637.61,,1026,2527.52,18.00,PANNOTAVAIL,2026-04-22T00:00:00
ord_00599,INV-10418,5249.48,,,0,18.00,ABCP1418Z,2026-04-22T00:00:00
ord_00073,INV-10419,8134.51,,,0,18.00,ABCP1419Z,2026-04-23T00:00:00
ord_00404,INV-10420,33779.21,,1028,6755.84,18.00,PANNOTAVAIL,2026-04-23T00:00:00
ord_00561,INV-10421,20459.88,,,0,18.00,ABCP1421Z,2026-04-23T00:00:00
ord_00001,INV-10422,4550.55,,,0,18.00,ABCP1422Z,2026-04-24T00:00:00
ord_00260,INV-10423,20520.67,,,0,18.00,PANNOTAVAIL,2026-04-24T00:00:00
ord_00369,INV-10424,8934.11,,,0,18.00,ABCP1424Z,2026-04-24T00:00:00
ord_00391,INV-10425,14231.25,,,0,18.00,ABCP1425Z,2026-04-24T00:00:00
ord_00423,INV-10426,35738.18,,1028,7147.64,18.00,PANNOTAVAIL,2026-04-24T00:00:00
ord_00437,INV-10427,11924.08,,,0,18.00,ABCP1427Z,2026-04-24T00:00:00
ord_00108,INV-10428,49434.84,194H,,2471.74,18.00,ABCP1428Z,2026-04-25T00:00:00
ord_00170,INV-10429,36753.68,,,0,18.00,PANNOTAVAIL,2026-04-25T00:00:00
ord_00195,INV-10430,33175.00,,,0,18.00,ABCP1430Z,2026-04-25T00:00:00
ord_00208,INV-10431,44623.25,,,0,18.00,ABCP1431Z,2026-04-25T00:00:00
ord_00389,INV-10432,46648.88,,,0,18.00,PANNOTAVAIL,2026-04-25T00:00:00
ord_00557,INV-10433,46950.74,,,0,18.00,ABCP1433Z,2026-04-25T00:00:00
ord_00128,INV-10434,20686.24,,1023,206.86,18.00,ABCP1434Z,2026-04-26T00:00:00
ord_00135,INV-10435,19266.33,,,0,18.00,PANNOTAVAIL,2026-04-26T00:00:00
ord_00178,INV-10436,32450.67,,,0,18.00,ABCP1436Z,2026-04-26T00:00:00
ord_00421,INV-10437,27696.10,,,0,18.00,ABCP1437Z,2026-04-26T00:00:00
ord_00581,INV-10438,15725.73,,,0,18.00,PANNOTAVAIL,2026-04-27T00:00:00
ord_00045,INV-10439,32413.72,,,0,18.00,ABCP1439Z,2026-04-28T00:00:00
ord_00306,INV-10440,33748.93,,1023,337.49,18.00,ABCP1440Z,2026-04-28T00:00:00
ord_00497,INV-10441,44392.94,,1026,8878.59,18.00,PANNOTAVAIL,2026-04-28T00:00:00
ord_00597,INV-10442,15918.48,,1028,1591.85,18.00,ABCP1442Z,2026-04-28T00:00:00
ord_00121,INV-10443,23752.00,,1023,237.52,18.00,ABCP1443Z,2026-04-29T00:00:00
ord_00172,INV-10444,18550.70,,1026,3710.14,18.00,PANNOTAVAIL,2026-04-29T00:00:00
ord_00220,INV-10445,18761.45,,1034,1876.15,18.00,ABCP1445Z,2026-04-29T00:00:00
ord_00559,INV-10446,22076.58,,,0,18.00,ABCP1446Z,2026-04-29T00:00:00
ord_00022,INV-10447,20976.29,,,0,18.00,PANNOTAVAIL,2026-04-30T00:00:00
ord_00150,INV-10448,27934.81,,1031,1396.74,18.00,ABCP1448Z,2026-04-30T00:00:00
ord_00291,INV-10449,9906.37,,1023,99.06,18.00,ABCP1449Z,2026-04-30T00:00:00
ord_00392,INV-10450,23247.12,,,0,18.00,PANNOTAVAIL,2026-04-30T00:00:00
ord_00516,INV-10451,6189.79,,1023,61.90,18.00,ABCP1451Z,2026-04-30T00:00:00
ord_00579,INV-10452,48648.76,,,0,18.00,ABCP1452Z,2026-04-30T00:00:00
ord_00044,INV-10453,35337.59,,,0,18.00,PANNOTAVAIL,2026-05-01T00:00:00
ord_00136,INV-10454,36698.67,,,0,18.00,ABCP1454Z,2026-05-01T00:00:00
ord_00281,INV-10455,40200.62,,1023,402.01,18.00,ABCP1455Z,2026-05-01T00:00:00
ord_00305,INV-10456,35778.86,,,0,18.00,PANNOTAVAIL,2026-05-02T00:00:00
ord_00528,INV-10457,31372.11,,1034,3137.21,18.00,ABCP1457Z,2026-05-02T00:00:00
ord_00535,INV-10458,8124.36,,1026,812.44,18.00,ABCP1458Z,2026-05-02T00:00:00
ord_00139,INV-10459,31198.32,,1034,6239.66,18.00,PANNOTAVAIL,2026-05-03T00:00:00
ord_00196,INV-10460,41955.72,,,0,18.00,ABCP1460Z,2026-05-03T00:00:00
ord_00253,INV-10461,7259.28,,,0,18.00,ABCP1461Z,2026-05-03T00:00:00
ord_00508,INV-10462,20114.95,,,0,18.00,PANNOTAVAIL,2026-05-03T00:00:00
ord_00563,INV-10463,13585.03,,1031,679.25,18.00,ABCP1463Z,2026-05-03T00:00:00
ord_00564,INV-10464,27894.05,,,0,18.00,ABCP1464Z,2026-05-03T00:00:00
ord_00034,INV-10465,26471.74,,,0,18.00,PANNOTAVAIL,2026-05-04T00:00:00
ord_00080,INV-10466,2931.03,,,0,18.00,ABCP1466Z,2026-05-04T00:00:00
ord_00199,INV-10467,42907.85,,1023,429.08,18.00,ABCP1467Z,2026-05-04T00:00:00
ord_00462,INV-10468,650.23,,,0,18.00,PANNOTAVAIL,2026-05-04T00:00:00
ord_00078,INV-10469,19520.28,,,0,18.00,ABCP1469Z,2026-05-05T00:00:00
ord_00212,INV-10470,39116.12,,1028,3911.61,18.00,ABCP1470Z,2026-05-05T00:00:00
ord_00333,INV-10471,40306.82,,,0,18.00,PANNOTAVAIL,2026-05-05T00:00:00
ord_00455,INV-10472,31660.84,,,0,18.00,ABCP1472Z,2026-05-05T00:00:00
ord_00578,INV-10473,20824.27,,,0,18.00,ABCP1473Z,2026-05-05T00:00:00
ord_00596,INV-10474,38828.35,,,0,18.00,PANNOTAVAIL,2026-05-05T00:00:00
ord_00209,INV-10475,40250.12,,,0,18.00,ABCP1475Z,2026-05-06T00:00:00
ord_00230,INV-10476,44461.81,,,0,18.00,ABCP1476Z,2026-05-06T00:00:00
ord_00341,INV-10477,27048.57,194C,,5409.71,18.00,PANNOTAVAIL,2026-05-06T00:00:00
ord_00502,INV-10478,27919.96,,,0,18.00,ABCP1478Z,2026-05-06T00:00:00
ord_00027,INV-10479,29193.72,,1028,2919.37,18.00,ABCP1479Z,2026-05-07T00:00:00
ord_00147,INV-10480,11367.90,,1031,2273.58,18.00,PANNOTAVAIL,2026-05-07T00:00:00
ord_00274,INV-10481,5705.92,,,0,18.00,ABCP1481Z,2026-05-07T00:00:00
ord_00072,INV-10482,44801.03,,1023,448.01,18.00,ABCP1482Z,2026-05-08T00:00:00
ord_00104,INV-10483,49693.91,,,0,18.00,PANNOTAVAIL,2026-05-08T00:00:00
ord_00311,INV-10484,25240.76,,1031,1262.04,18.00,ABCP1484Z,2026-05-08T00:00:00
ord_00429,INV-10485,38944.07,,1023,389.44,18.00,ABCP1485Z,2026-05-08T00:00:00
ord_00538,INV-10486,5026.87,,1031,1005.37,18.00,PANNOTAVAIL,2026-05-08T00:00:00
ord_00223,INV-10487,10440.74,,,0,18.00,ABCP1487Z,2026-05-09T00:00:00
ord_00402,INV-10488,14135.22,,,0,18.00,ABCP1488Z,2026-05-09T00:00:00
ord_00451,INV-10489,45020.12,,,0,18.00,PANNOTAVAIL,2026-05-09T00:00:00
ord_00529,INV-10490,42756.54,,,0,18.00,ABCP1490Z,2026-05-09T00:00:00
ord_00019,INV-10491,26852.57,,,0,18.00,ABCP1491Z,2026-05-10T00:00:00
ord_00361,INV-10492,25156.08,,,0,18.00,PANNOTAVAIL,2026-05-10T00:00:00
ord_00588,INV-10493,1391.88,,,0,18.00,ABCP1493Z,2026-05-10T00:00:00
ord_00090,INV-10494,17220.12,,1034,1722.01,18.00,ABCP1494Z,2026-05-11T00:00:00
ord_00116,INV-10495,9401.10,,1034,1885.22,18.00,PANNOTAVAIL,2026-05-11T00:00:00
ord_00130,INV-10496,10763.45,,1034,1076.35,18.00,ABCP1496Z,2026-05-11T00:00:00
ord_00531,INV-10497,35138.31,,,0,18.00,ABCP1497Z,2026-05-11T00:00:00
ord_00546,INV-10498,47581.45,,1023,9516.29,18.00,PANNOTAVAIL,2026-05-11T00:00:00
ord_00081,INV-10499,23939.32,,1034,2398.93,18.00,ABCP1499Z,2026-05-12T00:00:00
ord_00092,INV-10500,28393.56,,1026,2839.36,18.00,ABCP1500Z,2026-05-12T00:00:00
ord_00294,INV-10501,596.63,,,0,18.00,PANNOTAVAIL,2026-05-12T00:00:00
ord_00345,INV-10502,21559.33,,1028,2155.93,18.00,ABCP1502Z,2026-05-12T00:00:00
ord_00450,INV-10503,22674.51,,,0,18.00,ABCP1503Z,2026-05-12T00:00:00
ord_00509,INV-10504,18281.00,,1023,3656.20,18.00,PANNOTAVAIL,2026-05-12T00:00:00
ord_00569,INV-10505,25842.42,,,0,18.00,ABCP1505Z,2026-05-12T00:00:00
ord_00093,INV-10506,33705.33,,,0,18.00,ABCP1506Z,2026-05-13T00:00:00
ord_00154,INV-10507,22356.67,,,0,18.00,PANNOTAVAIL,2026-05-13T00:00:00
ord_00077,INV-10508,20581.29,,1031,1029.06,18.00,ABCP1508Z,2026-05-14T00:00:00
ord_00210,INV-10509,6745.31,,,0,18.00,ABCP1509Z,2026-05-14T00:00:00
ord_00335,INV-10510,34454.78,,,0,18.00,PANNOTAVAIL,2026-05-14T00:00:00
ord_00430,INV-10511,40196.47,,,0,18.00,ABCP1511Z,2026-05-14T00:00:00
ord_00043,INV-10512,36614.77,,,0,18.00,ABCP1512Z,2026-05-15T00:00:00
ord_00346,INV-10513,41895.58,194A,,8379.12,18.00,PANNOTAVAIL,2026-05-15T00:00:00
ord_00383,INV-10514,1454.60,,,0,18.00,ABCP1514Z,2026-05-15T00:00:00
ord_00460,INV-10515,43794.17,,,0,18.00,ABCP1515Z,2026-05-15T00:00:00
ord_00488,INV-10516,15149.82,,1023,3029.96,18.00,PANNOTAVAIL,2026-05-15T00:00:00
ord_00518,INV-10517,45286.28,,,0,18.00,ABCP1517Z,2026-05-15T00:00:00
ord_00543,INV-10518,18511.54,,1031,925.58,18.00,ABCP1518Z,2026-05-15T00:00:00
ord_00002,INV-10519,45453.04,,,0,18.00,PANNOTAVAIL,2026-05-16T00:00:00
ord_00109,INV-10520,42581.36,194H,,2129.07,18.00,ABCP1520Z,2026-05-16T00:00:00
ord_00198,INV-10521,43531.98,,,0,18.00,ABCP1521Z,2026-05-16T00:00:00
ord_00201,INV-10522,49494.63,,1028,9898.93,18.00,PANNOTAVAIL,2026-05-16T00:00:00
ord_00329,INV-10523,36776.47,,,0,18.00,ABCP1523Z,2026-05-16T00:00:00
ord_00089,INV-10524,10558.24,,,0,18.00,ABCP1524Z,2026-05-17T00:00:00
ord_00106,INV-10525,11495.25,,,0,18.00,PANNOTAVAIL,2026-05-17T00:00:00
ord_00415,INV-10526,40174.35,,,0,18.00,ABCP1526Z,2026-05-17T00:00:00
ord_00589,INV-10527,41590.77,,,0,18.00,ABCP1527Z,2026-05-17T00:00:00
ord_00032,INV-10528,8351.40,,1026,1670.28,18.00,PANNOTAVAIL,2026-05-18T00:00:00
ord_00125,INV-10529,38041.38,,1034,3804.14,18.00,ABCP1529Z,2026-05-18T00:00:00
ord_00175,INV-10530,11389.97,,,0,18.00,ABCP1530Z,2026-05-18T00:00:00
ord_00240,INV-10531,33908.43,,,0,18.00,PANNOTAVAIL,2026-05-18T00:00:00
ord_00323,INV-10532,31863.63,,1028,3186.36,18.00,ABCP1532Z,2026-05-18T00:00:00
ord_00501,INV-10533,17510.11,,1026,1751.01,18.00,ABCP1533Z,2026-05-18T00:00:00
ord_00148,INV-10534,22193.69,,,0,18.00,PANNOTAVAIL,2026-05-19T00:00:00
ord_00213,INV-10535,32591.49,,,0,18.00,ABCP1535Z,2026-05-19T00:00:00
ord_00522,INV-10536,7837.49,,1026,783.75,18.00,ABCP1536Z,2026-05-19T00:00:00
ord_00530,INV-10537,24629.72,,1023,4925.94,18.00,PANNOTAVAIL,2026-05-19T00:00:00
ord_00580,INV-10538,19673.38,,1023,196.73,18.00,ABCP1538Z,2026-05-19T00:00:00
ord_00246,INV-10539,4549.02,,,0,18.00,ABCP1539Z,2026-05-20T00:00:00
ord_00438,INV-10540,6068.41,,,0,18.00,PANNOTAVAIL,2026-05-20T00:00:00
ord_00507,INV-10541,2724.38,,,0,18.00,ABCP1541Z,2026-05-20T00:00:00
ord_00574,INV-10542,37118.62,,,0,18.00,ABCP1542Z,2026-05-20T00:00:00
ord_00350,INV-10543,27305.69,,,0,18.00,PANNOTAVAIL,2026-05-21T00:00:00
ord_00396,INV-10544,31016.19,,,0,18.00,ABCP1544Z,2026-05-21T00:00:00
ord_00062,INV-10545,17944.33,,,0,18.00,ABCP1545Z,2026-05-22T00:00:00
ord_00101,INV-10546,16841.46,,,0,18.00,PANNOTAVAIL,2026-05-22T00:00:00
ord_00111,INV-10547,37420.35,,,0,18.00,ABCP1547Z,2026-05-22T00:00:00
ord_00024,INV-10548,29312.82,,,0,18.00,ABCP1548Z,2026-05-23T00:00:00
ord_00373,INV-10549,25135.45,194I,,5027.09,18.00,PANNOTAVAIL,2026-05-23T00:00:00
ord_00499,INV-10550,43066.19,,,0,18.00,ABCP1550Z,2026-05-23T00:00:00
ord_00503,INV-10551,33107.12,,,0,18.00,ABCP1551Z,2026-05-23T00:00:00
ord_00519,INV-10552,32699.05,,1026,6539.81,18.00,PANNOTAVAIL,2026-05-23T00:00:00
ord_00091,INV-10553,15475.48,,,0,18.00,ABCP1553Z,2026-05-24T00:00:00
ord_00134,INV-10554,41374.39,,,0,18.00,ABCP1554Z,2026-05-24T00:00:00
ord_00232,INV-10555,9952.07,,,0,18.00,PANNOTAVAIL,2026-05-24T00:00:00
ord_00251,INV-10556,2933.64,,,0,18.00,ABCP1556Z,2026-05-24T00:00:00
ord_00271,INV-10557,2184.57,,,0,18.00,ABCP1557Z,2026-05-24T00:00:00
ord_00301,INV-10558,35733.48,,,0,18.00,PANNOTAVAIL,2026-05-24T00:00:00
ord_00327,INV-10559,10877.40,,,0,18.00,ABCP1559Z,2026-05-24T00:00:00
ord_00490,INV-10560,40591.27,,,0,18.00,ABCP1560Z,2026-05-24T00:00:00
ord_00550,INV-10561,2611.75,,,0,18.00,PANNOTAVAIL,2026-05-24T00:00:00
ord_00313,INV-10562,19233.78,,,0,18.00,ABCP1562Z,2026-05-25T00:00:00
ord_00319,INV-10563,26857.00,,,0,18.00,ABCP1563Z,2026-05-25T00:00:00
ord_00449,INV-10564,32111.70,,1023,6422.34,18.00,PANNOTAVAIL,2026-05-25T00:00:00
ord_00549,INV-10565,7728.70,,1034,772.87,18.00,ABCP1565Z,2026-05-25T00:00:00
