order_id,invoice_no,gross_amount,tds_section_legacy,tds_code_new,tds_amount,gst_rate,vendor_pan_masked,posted_at
ord_00304,INV-10283,10931.54,,,0,18.00,ABCP1283Z,2026-03-28T00:00:00
ord_00307,INV-10284,7247.95,,,0,18.00,ABCP1284Z,2026-03-28T00:00:00
ord_00422,INV-10285,37803.79,,,0,18.00,PANNOTAVAIL,2026-03-28T00:00:00
ord_00522,INV-10286,6228.26,,,0,18.00,ABCP1286Z,2026-03-28T00:00:00
ord_00523,INV-10287,25902.41,,,0,18.00,ABCP1287Z,2026-03-28T00:00:00
ord_00561,INV-10288,24401.48,,,0,18.00,PANNOTAVAIL,2026-03-28T00:00:00
ord_00192,INV-10289,22242.56,194A,,2224.26,18.00,ABCP1289Z,2026-03-29T00:00:00
ord_00286,INV-10290,37638.12,,,0,18.00,ABCP1290Z,2026-03-29T00:00:00
ord_00294,INV-10291,39919.11,,,0,18.00,PANNOTAVAIL,2026-03-29T00:00:00
ord_00441,INV-10292,30870.03,,,0,18.00,ABCP1292Z,2026-03-29T00:00:00
ord_00442,INV-10293,42765.05,,,0,18.00,ABCP1293Z,2026-03-29T00:00:00
ord_00530,INV-10294,48454.03,,,0,18.00,PANNOTAVAIL,2026-03-29T00:00:00
ord_00584,INV-10295,940.50,,,0,18.00,ABCP1295Z,2026-03-29T00:00:00
ord_00049,INV-10296,772.23,194I,,77.22,18.00,ABCP1296Z,2026-03-30T00:00:00
ord_00110,INV-10297,47727.32,,,0,18.00,PANNOTAVAIL,2026-03-30T00:00:00
ord_00321,INV-10298,7886.99,194H,,394.35,18.00,ABCP1298Z,2026-03-30T00:00:00
ord_00348,INV-10299,27492.64,,,0,18.00,ABCP1299Z,2026-03-30T00:00:00
ord_00375,INV-10300,21918.35,,,0,18.00,PANNOTAVAIL,2026-03-30T00:00:00
ord_00406,INV-10301,31419.20,194A,,3141.92,18.00,ABCP1301Z,2026-03-30T00:00:00
ord_00444,INV-10302,3113.10,194A,,311.31,18.00,ABCP1302Z,2026-03-30T00:00:00
ord_00452,INV-10303,42908.69,,,0,18.00,PANNOTAVAIL,2026-03-30T00:00:00
ord_00172,INV-10304,37559.69,194A,,3755.97,18.00,ABCP1304Z,2026-03-31T00:00:00
ord_00245,INV-10305,37038.63,,,0,18.00,ABCP1305Z,2026-03-31T00:00:00
ord_00401,INV-10306,6816.56,194C,,1363.31,18.00,PANNOTAVAIL,2026-03-31T00:00:00
ord_00526,INV-10307,38409.28,,,0,18.00,ABCP1307Z,2026-03-31T00:00:00
ord_00529,INV-10308,49181.55,,,0,18.00,ABCP1308Z,2026-03-31T00:00:00
ord_00565,INV-10309,24136.72,,,0,18.00,PANNOTAVAIL,2026-03-31T00:00:00
ord_00179,INV-10310,6609.27,,1031,337.96,18.00,ABCP1310Z,2026-04-01T00:00:00
ord_00262,INV-10311,46928.67,,,0,18.00,ABCP1311Z,2026-04-01T00:00:00
ord_00277,INV-10312,40657.45,,,0,18.00,PANNOTAVAIL,2026-04-01T00:00:00
ord_00316,INV-10313,29689.08,,,0,18.00,ABCP1313Z,2026-04-01T00:00:00
ord_00358,INV-10314,22731.72,,1034,2273.17,18.00,ABCP1314Z,2026-04-01T00:00:00
ord_00206,INV-10315,994.59,,,0,18.00,PANNOTAVAIL,2026-04-02T00:00:00
ord_00445,INV-10316,34190.09,,1031,1709.50,18.00,ABCP1316Z,2026-04-02T00:00:00
ord_00209,INV-10317,18906.42,,,0,18.00,ABCP1317Z,2026-04-03T00:00:00
ord_00251,INV-10318,18293.90,194H,1023,3658.78,18.00,PANNOTAVAIL,2026-04-03T00:00:00
ord_00281,INV-10319,6714.46,,,0,18.00,ABCP1319Z,2026-04-03T00:00:00
ord_00486,INV-10320,37581.35,,,0,18.00,ABCP1320Z,2026-04-03T00:00:00
ord_00373,INV-10321,49418.76,,,0,18.00,PANNOTAVAIL,2026-04-04T00:00:00
ord_00050,INV-10322,15486.40,,1034,1548.64,18.00,ABCP1322Z,2026-04-05T00:00:00
ord_00098,INV-10323,45054.08,,1023,450.54,18.00,ABCP1323Z,2026-04-05T00:00:00
ord_00112,INV-10324,22746.62,,,0,18.00,PANNOTAVAIL,2026-04-05T00:00:00
ord_00164,INV-10325,26444.67,,1026,2644.47,18.00,ABCP1325Z,2026-04-05T00:00:00
ord_00239,INV-10326,29124.54,,,0,18.00,ABCP1326Z,2026-04-05T00:00:00
ord_00525,INV-10327,6723.56,,1031,1344.71,18.00,PANNOTAVAIL,2026-04-05T00:00:00
ord_00534,INV-10328,14975.29,194C,,149.75,18.00,ABCP1328Z,2026-04-05T00:00:00
ord_00555,INV-10329,45779.25,,1028,4577.93,18.00,ABCP1329Z,2026-04-05T00:00:00
ord_00566,INV-10330,44746.53,,,0,18.00,PANNOTAVAIL,2026-04-05T00:00:00
ord_00577,INV-10331,31870.16,,1034,3187.02,18.00,ABCP1331Z,2026-04-05T00:00:00
ord_00040,INV-10332,41899.10,,,0,18.00,ABCP1332Z,2026-04-06T00:00:00
ord_00254,INV-10333,16526.97,,,0,18.00,PANNOTAVAIL,2026-04-07T00:00:00
ord_00313,INV-10334,37596.89,,,0,18.00,ABCP1334Z,2026-04-07T00:00:00
ord_00326,INV-10335,30848.25,,,0,18.00,ABCP1335Z,2026-04-07T00:00:00
ord_00370,INV-10336,35065.40,,,0,18.00,PANNOTAVAIL,2026-04-08T00:00:00
ord_00397,INV-10337,42593.59,,,0,18.00,ABCP1337Z,2026-04-08T00:00:00
ord_00508,INV-10338,7097.39,,,0,18.00,ABCP1338Z,2026-04-08T00:00:00
ord_00512,INV-10339,43277.87,,1034,8655.57,18.00,PANNOTAVAIL,2026-04-08T00:00:00
ord_00536,INV-10340,44351.28,,,0,18.00,ABCP1340Z,2026-04-08T00:00:00
ord_00016,INV-10341,10971.17,,1023,109.71,18.00,ABCP1341Z,2026-04-09T00:00:00
ord_00208,INV-10342,46312.89,,,0,18.00,PANNOTAVAIL,2026-04-09T00:00:00
ord_00346,INV-10343,41129.50,,,0,18.00,ABCP1343Z,2026-04-09T00:00:00
ord_00497,INV-10344,19803.08,,,0,18.00,ABCP1344Z,2026-04-09T00:00:00
ord_00053,INV-10345,44989.29,,,0,18.00,PANNOTAVAIL,2026-04-10T00:00:00
ord_00074,INV-10346,11599.12,,1028,1159.91,18.00,ABCP1346Z,2026-04-10T00:00:00
ord_00434,INV-10347,21526.39,,,0,18.00,ABCP1347Z,2026-04-10T00:00:00
ord_00045,INV-10348,1463.09,,,0,18.00,PANNOTAVAIL,2026-04-11T00:00:00
ord_00166,INV-10349,11177.67,,,0,18.00,ABCP1349Z,2026-04-11T00:00:00
ord_00274,INV-10350,25006.19,,1031,1250.31,18.00,ABCP1350Z,2026-04-11T00:00:00
ord_00333,INV-10351,34724.73,,,0,18.00,PANNOTAVAIL,2026-04-11T00:00:00
ord_00570,INV-10352,9105.85,,,0,18.00,ABCP1352Z,2026-04-11T00:00:00
ord_00007,INV-10353,17179.71,,1023,171.80,18.00,ABCP1353Z,2026-04-12T00:00:00
ord_00130,INV-10354,1311.15,,1026,262.23,18.00,PANNOTAVAIL,2026-04-12T00:00:00
ord_00256,INV-10355,20659.83,,,0,18.00,ABCP1355Z,2026-04-12T00:00:00
ord_00284,INV-10356,35411.20,,,0,18.00,ABCP1356Z,2026-04-12T00:00:00
ord_00541,INV-10357,32927.35,,1031,6582.97,18.00,PANNOTAVAIL,2026-04-12T00:00:00
ord_00547,INV-10358,32098.15,,1028,3209.82,18.00,ABCP1358Z,2026-04-12T00:00:00
ord_00228,INV-10359,18784.19,,,0,18.00,ABCP1359Z,2026-04-13T00:00:00
ord_00477,INV-10360,34120.22,,,0,18.00,PANNOTAVAIL,2026-04-13T00:00:00
ord_00384,INV-10361,25319.57,,,0,18.00,ABCP1361Z,2026-04-14T00:00:00
ord_00501,INV-10362,36510.97,,1028,3651.10,18.00,ABCP1362Z,2026-04-14T00:00:00
ord_00103,INV-10363,3833.77,,,0,18.00,PANNOTAVAIL,2026-04-15T00:00:00
ord_00154,INV-10364,22768.93,,1023,227.69,18.00,ABCP1364Z,2026-04-15T00:00:00
ord_00393,INV-10365,31106.77,,,0,18.00,ABCP1365Z,2026-04-15T00:00:00
ord_00407,INV-10366,32462.73,,1034,6492.55,18.00,PANNOTAVAIL,2026-04-15T00:00:00
ord_00004,INV-10367,35893.36,,,0,18.00,ABCP1367Z,2026-04-16T00:00:00
ord_00068,INV-10368,46966.30,,,0,18.00,ABCP1368Z,2026-04-16T00:00:00
ord_00069,INV-10369,18973.17,,,0,18.00,PANNOTAVAIL,2026-04-16T00:00:00
ord_00234,INV-10370,20871.68,,,0,18.00,ABCP1370Z,2026-04-16T00:00:00
ord_00379,INV-10371,25594.87,,,0,18.00,ABCP1371Z,2026-04-16T00:00:00
ord_00418,INV-10372,13462.32,,,0,18.00,PANNOTAVAIL,2026-04-16T00:00:00
ord_00431,INV-10373,18615.31,,,0,18.00,ABCP1373Z,2026-04-16T00:00:00
ord_00437,INV-10374,27659.91,,1026,2765.99,18.00,ABCP1374Z,2026-04-16T00:00:00
ord_00463,INV-10375,47609.28,,,0,18.00,PANNOTAVAIL,2026-04-16T00:00:00
ord_00524,INV-10376,5212.05,,,0,18.00,ABCP1376Z,2026-04-16T00:00:00
ord_00043,INV-10377,5829.09,,,0,18.00,ABCP1377Z,2026-04-17T00:00:00
ord_00054,INV-10378,27692.18,,,0,18.00,PANNOTAVAIL,2026-04-17T00:00:00
ord_00101,INV-10379,6200.97,,,0,18.00,ABCP1379Z,2026-04-17T00:00:00
ord_00303,INV-10380,48248.54,,,0,18.00,ABCP1380Z,2026-04-17T00:00:00
ord_00491,INV-10381,5095.44,,,0,18.00,PANNOTAVAIL,2026-04-17T00:00:00
ord_00546,INV-10382,7606.74,,,0,18.00,ABCP1382Z,2026-04-17T00:00:00
ord_00557,INV-10383,32101.55,,,0,18.00,ABCP1383Z,2026-04-17T00:00:00
ord_00591,INV-10384,45467.45,194A,1026,9093.49,18.00,PANNOTAVAIL,2026-04-17T00:00:00
ord_00026,INV-10385,14856.15,,,0,18.00,ABCP1385Z,2026-04-18T00:00:00
ord_00157,INV-10386,43401.27,194A,,4340.13,18.00,ABCP1386Z,2026-04-18T00:00:00
ord_00309,INV-10387,21502.38,,,0,18.00,PANNOTAVAIL,2026-04-18T00:00:00
ord_00449,INV-10388,12943.14,,,0,18.00,ABCP1388Z,2026-04-18T00:00:00
ord_00473,INV-10389,22935.14,,,0,18.00,ABCP1389Z,2026-04-18T00:00:00
ord_00117,INV-10390,44870.76,194I,,8974.15,18.00,PANNOTAVAIL,2026-04-19T00:00:00
ord_00168,INV-10391,48240.00,,,0,18.00,ABCP1391Z,2026-04-19T00:00:00
ord_00244,INV-10392,45645.21,,1034,4564.52,18.00,ABCP1392Z,2026-04-19T00:00:00
ord_00289,INV-10393,8824.31,,,0,18.00,PANNOTAVAIL,2026-04-19T00:00:00
ord_00372,INV-10394,32590.14,,1034,3259.01,18.00,ABCP1394Z,2026-04-19T00:00:00
ord_00420,INV-10395,34735.24,,1028,3473.52,18.00,ABCP1395Z,2026-04-19T00:00:00
ord_00443,INV-10396,4137.72,,,0,18.00,PANNOTAVAIL,2026-04-19T00:00:00
ord_00138,INV-10397,13464.87,,,0,18.00,ABCP1397Z,2026-04-20T00:00:00
ord_00226,INV-10398,13282.75,,,0,18.00,ABCP1398Z,2026-04-20T00:00:00
ord_00359,INV-10399,33843.31,,,0,18.00,PANNOTAVAIL,2026-04-20T00:00:00
ord_00362,INV-10400,6239.54,,,0,18.00,ABCP1400Z,2026-04-20T00:00:00
ord_00194,INV-10401,20569.39,,,0,18.00,ABCP1401Z,2026-04-21T00:00:00
ord_00290,INV-10402,18202.07,,,0,18.00,PANNOTAVAIL,2026-04-21T00:00:00
ord_00327,INV-10403,37581.08,,1026,3758.11,18.00,ABCP1403Z,2026-04-21T00:00:00
ord_00363,INV-10404,24607.09,,,0,18.00,ABCP1404Z,2026-04-21T00:00:00
ord_00592,INV-10405,43732.84,194I,,8746.57,18.00,PANNOTAVAIL,2026-04-21T00:00:00
ord_00000,INV-10406,9839.12,,1031,491.96,18.00,ABCP1406Z,2026-04-22T00:00:00
ord_00023,INV-10407,31104.34,,,0,18.00,ABCP1407Z,2026-04-22T00:00:00
ord_00126,INV-10408,36032.11,,,0,18.00,PANNOTAVAIL,2026-04-22T00:00:00
ord_00242,INV-10409,39065.73,,1028,3906.57,18.00,ABCP1409Z,2026-04-22T00:00:00
ord_00275,INV-10410,41677.88,,,0,18.00,ABCP1410Z,2026-04-22T00:00:00
ord_00315,INV-10411,41748.94,,,0,18.00,PANNOTAVAIL,2026-04-22T00:00:00
ord_00411,INV-10412,39445.58,,,0,18.00,ABCP1412Z,2026-04-22T00:00:00
ord_00599,INV-10413,32953.95,,1028,3295.40,18.00,ABCP1413Z,2026-04-22T00:00:00
ord_00257,INV-10414,41673.07,,,0,18.00,PANNOTAVAIL,2026-04-23T00:00:00
ord_00300,INV-10415,12998.13,,,0,18.00,ABCP1415Z,2026-04-23T00:00:00
ord_00549,INV-10416,36017.90,,1023,360.18,18.00,ABCP1416Z,2026-04-23T00:00:00
ord_00569,INV-10417,40814.86,,,0,18.00,PANNOTAVAIL,2026-04-23T00:00:00
ord_00183,INV-10418,965.13,,,0,18.00,ABCP1418Z,2026-04-24T00:00:00
ord_00412,INV-10419,34750.33,,1026,3475.03,18.00,ABCP1419Z,2026-04-24T00:00:00
ord_00419,INV-10420,8806.53,194I,1026,1761.31,18.00,PANNOTAVAIL,2026-04-24T00:00:00
ord_00545,INV-10421,33379.81,,,0,18.00,ABCP1421Z,2026-04-24T00:00:00
ord_00020,INV-10422,19617.49,,,0,18.00,ABCP1422Z,2026-04-25T00:00:00
ord_00077,INV-10423,36659.19,,,0,18.00,PANNOTAVAIL,2026-04-25T00:00:00
ord_00163,INV-10424,10954.32,,,0,18.00,ABCP1424Z,2026-04-25T00:00:00
ord_00238,INV-10425,31585.73,,,0,18.00,ABCP1425Z,2026-04-25T00:00:00
ord_00261,INV-10426,49284.41,,,0,18.00,PANNOTAVAIL,2026-04-25T00:00:00
ord_00291,INV-10427,7310.49,,,0,18.00,ABCP1427Z,2026-04-25T00:00:00
ord_00320,INV-10428,34092.36,,,0,18.00,ABCP1428Z,2026-04-25T00:00:00
ord_00324,INV-10429,46016.04,,,0,18.00,PANNOTAVAIL,2026-04-25T00:00:00
ord_00556,INV-10430,28749.84,,,0,18.00,ABCP1430Z,2026-04-25T00:00:00
ord_00025,INV-10431,22895.72,,,0,18.00,ABCP1431Z,2026-04-26T00:00:00
ord_00064,INV-10432,31824.78,,,0,18.00,PANNOTAVAIL,2026-04-26T00:00:00
ord_00106,INV-10433,26855.65,,,0,18.00,ABCP1433Z,2026-04-26T00:00:00
ord_00108,INV-10434,25665.57,,,0,18.00,ABCP1434Z,2026-04-26T00:00:00
ord_00118,INV-10435,47023.41,,1034,9404.68,18.00,PANNOTAVAIL,2026-04-26T00:00:00
ord_00162,INV-10436,28199.18,,,0,18.00,ABCP1436Z,2026-04-26T00:00:00
ord_00417,INV-10437,45814.63,,1026,4581.46,18.00,ABCP1437Z,2026-04-26T00:00:00
ord_00458,INV-10438,21881.70,,,0,18.00,PANNOTAVAIL,2026-04-26T00:00:00
ord_00464,INV-10439,10753.50,,,0,18.00,ABCP1439Z,2026-04-26T00:00:00
ord_00003,INV-10440,46248.66,,,0,18.00,ABCP1440Z,2026-04-27T00:00:00
ord_00151,INV-10441,45481.03,,,0,18.00,PANNOTAVAIL,2026-04-27T00:00:00
ord_00173,INV-10442,18426.57,,,0,18.00,ABCP1442Z,2026-04-27T00:00:00
ord_00377,INV-10443,46351.97,,,0,18.00,ABCP1443Z,2026-04-27T00:00:00
ord_00390,INV-10444,11973.87,,,0,18.00,PANNOTAVAIL,2026-04-27T00:00:00
ord_00539,INV-10445,4892.73,,1031,244.64,18.00,ABCP1445Z,2026-04-27T00:00:00
ord_00029,INV-10446,27702.80,,,0,18.00,ABCP1446Z,2026-04-28T00:00:00
ord_00046,INV-10447,45544.33,,1023,9108.87,18.00,PANNOTAVAIL,2026-04-28T00:00:00
ord_00124,INV-10448,22644.57,,1031,1132.23,18.00,ABCP1448Z,2026-04-28T00:00:00
ord_00136,INV-10449,21432.07,,,0,18.00,ABCP1449Z,2026-04-28T00:00:00
ord_00424,INV-10450,31314.28,,,0,18.00,PANNOTAVAIL,2026-04-28T00:00:00
ord_00446,INV-10451,9556.49,,,0,18.00,ABCP1451Z,2026-04-28T00:00:00
ord_00520,INV-10452,47853.00,,1023,478.53,18.00,ABCP1452Z,2026-04-28T00:00:00
ord_00260,INV-10453,20909.91,,1023,4181.98,18.00,PANNOTAVAIL,2026-04-29T00:00:00
ord_00305,INV-10454,26009.01,,,0,18.00,ABCP1454Z,2026-04-29T00:00:00
ord_00380,INV-10455,21479.75,,,0,18.00,ABCP1455Z,2026-04-29T00:00:00
ord_00010,INV-10456,35951.46,,,0,18.00,PANNOTAVAIL,2026-04-30T00:00:00
ord_00229,INV-10457,21995.27,,1023,219.95,18.00,ABCP1457Z,2026-04-30T00:00:00
ord_00235,INV-10458,25798.58,,,0,18.00,ABCP1458Z,2026-04-30T00:00:00
ord_00349,INV-10459,20532.46,,1026,4106.49,18.00,PANNOTAVAIL,2026-04-30T00:00:00
ord_00583,INV-10460,12142.77,,,0,18.00,ABCP1460Z,2026-04-30T00:00:00
ord_00019,INV-10461,6334.70,,,0,18.00,ABCP1461Z,2026-05-01T00:00:00
ord_00296,INV-10462,24216.13,,1028,4843.23,18.00,PANNOTAVAIL,2026-05-01T00:00:00
ord_00502,INV-10463,35538.70,,1034,3553.87,18.00,ABCP1463Z,2026-05-01T00:00:00
ord_00063,INV-10464,26648.65,,,0,18.00,ABCP1464Z,2026-05-02T00:00:00
ord_00123,INV-10465,29262.88,,,0,18.00,PANNOTAVAIL,2026-05-02T00:00:00
ord_00181,INV-10466,32710.44,,,0,18.00,ABCP1466Z,2026-05-02T00:00:00
ord_00447,INV-10467,37708.70,,,0,18.00,ABCP1467Z,2026-05-02T00:00:00
ord_00593,INV-10468,12544.09,,,0,18.00,PANNOTAVAIL,2026-05-02T00:00:00
ord_00212,INV-10469,14344.95,,1034,1434.50,18.00,ABCP1469Z,2026-05-03T00:00:00
ord_00344,INV-10470,25544.67,,1028,2554.47,18.00,ABCP1470Z,2026-05-03T00:00:00
ord_00559,INV-10471,37214.70,,1034,7442.94,18.00,PANNOTAVAIL,2026-05-03T00:00:00
ord_00156,INV-10472,26813.16,,,0,18.00,ABCP1472Z,2026-05-04T00:00:00
ord_00514,INV-10473,12889.12,,,0,18.00,ABCP1473Z,2026-05-04T00:00:00
ord_00001,INV-10474,23571.13,,,0,18.00,PANNOTAVAIL,2026-05-05T00:00:00
ord_00036,INV-10475,47590.97,,,0,18.00,ABCP1475Z,2026-05-06T00:00:00
ord_00037,INV-10476,49538.62,194J,,4953.86,18.00,ABCP1476Z,2026-05-06T00:00:00
ord_00096,INV-10477,26807.07,,,0,18.00,PANNOTAVAIL,2026-05-06T00:00:00
ord_00121,INV-10478,46907.76,,,0,18.00,ABCP1478Z,2026-05-06T00:00:00
ord_00364,INV-10479,8081.56,,,0,18.00,ABCP1479Z,2026-05-06T00:00:00
ord_00395,INV-10480,35354.92,,,0,18.00,PANNOTAVAIL,2026-05-06T00:00:00
ord_00400,INV-10481,28913.49,,,0,18.00,ABCP1481Z,2026-05-06T00:00:00
ord_00440,INV-10482,5831.63,,,0,18.00,ABCP1482Z,2026-05-06T00:00:00
ord_00479,INV-10483,45000.11,,,0,18.00,PANNOTAVAIL,2026-05-06T00:00:00
ord_00041,INV-10484,4452.40,,1031,222.62,18.00,ABCP1484Z,2026-05-07T00:00:00
ord_00189,INV-10485,37625.74,,1034,3762.57,18.00,ABCP1485Z,2026-05-07T00:00:00
ord_00248,INV-10486,39482.57,,,0,18.00,PANNOTAVAIL,2026-05-07T00:00:00
ord_00402,INV-10487,19425.93,,,0,18.00,ABCP1487Z,2026-05-07T00:00:00
ord_00519,INV-10488,47789.55,,,0,18.00,ABCP1488Z,2026-05-07T00:00:00
ord_00012,INV-10489,28735.59,,,0,18.00,PANNOTAVAIL,2026-05-08T00:00:00
ord_00059,INV-10490,45186.63,,,0,18.00,ABCP1490Z,2026-05-08T00:00:00
ord_00311,INV-10491,23108.22,,,0,18.00,ABCP1491Z,2026-05-08T00:00:00
ord_00312,INV-10492,15196.06,194C,,3039.21,18.00,PANNOTAVAIL,2026-05-08T00:00:00
ord_00517,INV-10493,6821.09,,,0,18.00,ABCP1493Z,2026-05-08T00:00:00
ord_00047,INV-10494,29035.98,,,0,18.00,ABCP1494Z,2026-05-09T00:00:00
ord_00128,INV-10495,11473.94,,1026,2294.79,18.00,PANNOTAVAIL,2026-05-09T00:00:00
ord_00323,INV-10496,34404.66,,1028,3440.47,18.00,ABCP1496Z,2026-05-09T00:00:00
ord_00341,INV-10497,35307.89,,,0,18.00,ABCP1497Z,2026-05-09T00:00:00
ord_00493,INV-10498,12012.08,,,0,18.00,PANNOTAVAIL,2026-05-09T00:00:00
ord_00518,INV-10499,41949.54,,,0,18.00,ABCP1499Z,2026-05-09T00:00:00
ord_00552,INV-10500,41291.36,,1026,4129.14,18.00,ABCP1500Z,2026-05-09T00:00:00
ord_00184,INV-10501,36163.84,,1031,7232.77,18.00,PANNOTAVAIL,2026-05-10T00:00:00
ord_00224,INV-10502,3877.09,,,0,18.00,ABCP1502Z,2026-05-10T00:00:00
ord_00285,INV-10503,44336.56,,,0,18.00,ABCP1503Z,2026-05-10T00:00:00
ord_00388,INV-10504,19803.72,,,0,18.00,PANNOTAVAIL,2026-05-10T00:00:00
ord_00298,INV-10505,49975.13,,1034,4997.51,18.00,ABCP1505Z,2026-05-11T00:00:00
ord_00392,INV-10506,37478.92,,,0,18.00,ABCP1506Z,2026-05-11T00:00:00
ord_00174,INV-10507,14734.74,194C,,2946.95,18.00,PANNOTAVAIL,2026-05-12T00:00:00
ord_00236,INV-10508,47973.86,,,0,18.00,ABCP1508Z,2026-05-12T00:00:00
ord_00258,INV-10509,1946.46,,,0,18.00,ABCP1509Z,2026-05-12T00:00:00
ord_00581,INV-10510,12751.50,,,0,18.00,PANNOTAVAIL,2026-05-12T00:00:00
ord_00081,INV-10511,9666.15,,,0,18.00,ABCP1511Z,2026-05-13T00:00:00
ord_00142,INV-10512,21317.77,,1026,2131.78,18.00,ABCP1512Z,2026-05-13T00:00:00
ord_00252,INV-10513,22172.17,,,0,18.00,PANNOTAVAIL,2026-05-13T00:00:00
ord_00009,INV-10514,1045.15,,1031,52.26,18.00,ABCP1514Z,2026-05-14T00:00:00
ord_00015,INV-10515,4144.88,,,0,18.00,ABCP1515Z,2026-05-14T00:00:00
ord_00086,INV-10516,46664.63,,,0,18.00,PANNOTAVAIL,2026-05-14T00:00:00
ord_00462,INV-10517,11414.87,,,0,18.00,ABCP1517Z,2026-05-14T00:00:00
ord_00472,INV-10518,36496.55,,,0,18.00,ABCP1518Z,2026-05-14T00:00:00
ord_00533,INV-10519,29309.64,,1028,5861.93,18.00,PANNOTAVAIL,2026-05-14T00:00:00
ord_00548,INV-10520,11220.11,,,0,18.00,ABCP1520Z,2026-05-15T00:00:00
ord_00280,INV-10521,5981.40,,,0,18.00,ABCP1521Z,2026-05-16T00:00:00
ord_00301,INV-10522,12431.64,,,0,18.00,PANNOTAVAIL,2026-05-16T00:00:00
ord_00343,INV-10523,715.18,,,0,18.00,ABCP1523Z,2026-05-16T00:00:00
ord_00018,INV-10524,30836.14,,1034,3078.61,18.00,ABCP1524Z,2026-05-17T00:00:00
ord_00116,INV-10525,46068.42,,,0,18.00,PANNOTAVAIL,2026-05-17T00:00:00
ord_00132,INV-10526,31472.08,,,0,18.00,ABCP1526Z,2026-05-17T00:00:00
ord_00190,INV-10527,46458.83,,,0,18.00,ABCP1527Z,2026-05-17T00:00:00
ord_00203,INV-10528,35744.19,,,0,18.00,PANNOTAVAIL,2026-05-17T00:00:00
ord_00221,INV-10529,7370.79,,,0,18.00,ABCP1529Z,2026-05-17T00:00:00
ord_00398,INV-10530,14302.98,,,0,18.00,ABCP1530Z,2026-05-17T00:00:00
ord_00505,INV-10531,30854.40,,1028,6170.88,18.00,PANNOTAVAIL,2026-05-17T00:00:00
ord_00573,INV-10532,37197.85,,,0,18.00,ABCP1532Z,2026-05-17T00:00:00
ord_00586,INV-10533,13042.61,,,0,18.00,ABCP1533Z,2026-05-17T00:00:00
ord_00193,INV-10534,23762.56,,1026,4752.51,18.00,PANNOTAVAIL,2026-05-18T00:00:00
ord_00100,INV-10535,16088.12,,1034,1608.81,18.00,ABCP1535Z,2026-05-19T00:00:00
ord_00240,INV-10536,35737.08,,,0,18.00,ABCP1536Z,2026-05-19T00:00:00
ord_00250,INV-10537,27764.16,,,0,18.00,PANNOTAVAIL,2026-05-19T00:00:00
ord_00381,INV-10538,25843.80,,,0,18.00,ABCP1538Z,2026-05-19T00:00:00
ord_00403,INV-10539,47250.77,,1028,4725.08,18.00,ABCP1539Z,2026-05-19T00:00:00
ord_00469,INV-10540,9578.01,,1034,1915.60,18.00,PANNOTAVAIL,2026-05-19T00:00:00
ord_00470,INV-10541,47162.93,,,0,18.00,ABCP1541Z,2026-05-19T00:00:00
ord_00205,INV-10542,48792.40,,,0,18.00,ABCP1542Z,2026-05-20T00:00:00
ord_00318,INV-10543,13990.96,,,0,18.00,PANNOTAVAIL,2026-05-20T00:00:00
ord_00360,INV-10544,28062.07,,,0,18.00,ABCP1544Z,2026-05-20T00:00:00
ord_00423,INV-10545,30924.31,,1031,1546.22,18.00,ABCP1545Z,2026-05-20T00:00:00
ord_00079,INV-10546,5044.20,,,0,18.00,PANNOTAVAIL,2026-05-21T00:00:00
ord_00139,INV-10547,14131.63,,,0,18.00,ABCP1547Z,2026-05-21T00:00:00
ord_00149,INV-10548,6323.43,,,0,18.00,ABCP1548Z,2026-05-21T00:00:00
ord_00216,INV-10549,39230.07,,1028,7851.01,18.00,PANNOTAVAIL,2026-05-21T00:00:00
ord_00287,INV-10550,49869.06,,1034,4986.91,18.00,ABCP1550Z,2026-05-21T00:00:00
ord_00340,INV-10551,6356.09,194A,,635.61,18.00,ABCP1551Z,2026-05-21T00:00:00
ord_00345,INV-10552,12965.08,,,0,18.00,PANNOTAVAIL,2026-05-21T00:00:00
ord_00521,INV-10553,27019.65,,,0,18.00,ABCP1553Z,2026-05-21T00:00:00
ord_00051,INV-10554,25535.36,,,0,18.00,ABCP1554Z,2026-05-22T00:00:00
ord_00085,INV-10555,6823.74,,1023,1364.75,18.00,PANNOTAVAIL,2026-05-22T00:00:00
ord_00144,INV-10556,3748.45,,,0,18.00,ABCP1556Z,2026-05-22T00:00:00
ord_00276,INV-10557,1528.89,,1023,15.29,18.00,ABCP1557Z,2026-05-22T00:00:00
ord_00354,INV-10558,8919.19,,,0,18.00,PANNOTAVAIL,2026-05-22T00:00:00
ord_00357,INV-10559,13448.75,,,0,18.00,ABCP1559Z,2026-05-22T00:00:00
ord_00509,INV-10560,26527.71,,,0,18.00,ABCP1560Z,2026-05-22T00:00:00
ord_00568,INV-10561,21471.78,,1026,4294.36,18.00,PANNOTAVAIL,2026-05-22T00:00:00
ord_00056,INV-10562,26296.15,,1034,2629.62,18.00,ABCP1562Z,2026-05-23T00:00:00
ord_00114,INV-10563,20992.06,,,0,18.00,ABCP1563Z,2026-05-23T00:00:00
ord_00140,INV-10564,35085.76,,1034,7017.15,18.00,PANNOTAVAIL,2026-05-23T00:00:00
ord_00153,INV-10565,22412.31,,,0,18.00,ABCP1565Z,2026-05-23T00:00:00
